Planning_area,Year,Month,Sector,GWh
SCE,2021,7,TCU,544.011855
SCE,2021,8,Ag With Water Pump,598.9962122
SCE,2021,8,Commercial,3235.875193
SCE,2021,8,Industrial,1279.357942
SCE,2021,8,Mining,179.9708923
SCE,2021,8,Residential,4278.945513
SCE,2021,8,Streetlighting,20.91359021
SCE,2021,8,TCU,467.2099754
SCE,2021,9,Ag With Water Pump,563.1573972
SCE,2021,9,Commercial,3385.258814
SCE,2021,9,Industrial,1749.662984
SCE,2021,9,Mining,218.1721617
SCE,2021,9,Residential,3941.347085
SCE,2021,9,Streetlighting,91.6984111
SCE,2021,9,TCU,562.7688729
SCE,2021,10,Ag With Water Pump,506.4398515
SCE,2021,10,Commercial,3051.730205
SCE,2021,10,Industrial,1514.292501
SCE,2021,10,Mining,197.5451077
SCE,2021,10,Residential,2997.114451
SCE,2021,10,Streetlighting,60.65873222
SCE,2021,10,TCU,509.1818997
SCE,2021,11,Ag With Water Pump,415.7602219
SCE,2021,11,Commercial,2725.338235
SCE,2021,11,Industrial,1454.424576
SCE,2021,11,Mining,175.944316
SCE,2021,11,Residential,2352.255437
SCE,2021,11,Streetlighting,54.78197436
SCE,2021,11,TCU,484.5760721
SCE,2021,12,Ag With Water Pump,393.2122803
SCE,2021,12,Commercial,2533.48995
SCE,2021,12,Industrial,1342.143545
SCE,2021,12,Mining,183.823954
SCE,2021,12,Residential,2469.14503
SCE,2021,12,Streetlighting,53.83869517
SCE,2021,12,TCU,479.1783055
SCE,2022,1,Ag With Water Pump,378.6534034
SCE,2022,1,Commercial,2650.938719
SCE,2022,1,Industrial,1345.594756
SCE,2022,1,Mining,192.000697
SCE,2022,1,Residential,2846.054627
SCE,2022,1,Streetlighting,56.14128146
SCE,2022,1,TCU,484.7798173
SCE,2022,2,Ag With Water Pump,230.156089
SCE,2022,2,Commercial,2613.925273
SCE,2022,2,Industrial,1337.422366
SCE,2022,2,Mining,177.9141983
SCE,2022,2,Residential,2408.136694
SCE,2022,2,Streetlighting,51.28213647
SCE,2022,2,TCU,468.299804
SCE,2022,3,Ag With Water Pump,443.1436873
SCE,2022,3,Commercial,2709.625049
SCE,2022,3,Industrial,1440.210675
SCE,2022,3,Mining,220.1631439
SCE,2022,3,Residential,2383.292245
SCE,2022,3,Streetlighting,69.91887241
SCE,2022,3,TCU,475.069138
SCE,2022,4,Ag With Water Pump,477.6687775
SCE,2022,4,Commercial,2786.708709
SCE,2022,4,Industrial,1406.289866
SCE,2022,4,Mining,194.4208167
SCE,2022,4,Residential,2356.46281
SCE,2022,4,Streetlighting,46.08781843
SCE,2022,4,TCU,482.8383663
SCE,2022,5,Ag With Water Pump,541.9637279
SCE,2022,5,Commercial,2843.415722
SCE,2022,5,Industrial,1443.823285
SCE,2022,5,Mining,184.722385
SCE,2022,5,Residential,2377.30175
SCE,2022,5,Streetlighting,47.70184154
SCE,2022,5,TCU,480.5718716
SCE,2022,6,Ag With Water Pump,593.6785615
SCE,2022,6,Commercial,3093.068253
SCE,2022,6,Industrial,1447.482029
SCE,2022,6,Mining,198.9551628
SCE,2022,6,Residential,2950.174035
SCE,2022,6,Streetlighting,51.13477051
SCE,2022,6,TCU,529.3805572
SCE,2022,7,Ag With Water Pump,640.4859261
SCE,2022,7,Commercial,3347.330659
SCE,2022,7,Industrial,1480.77004
SCE,2022,7,Mining,201.666921
SCE,2022,7,Residential,3856.858276
SCE,2022,7,Streetlighting,48.24491923
SCE,2022,7,TCU,530.3640321
SCE,2022,8,Ag With Water Pump,629.1954773
SCE,2022,8,Commercial,3358.598755
SCE,2022,8,Industrial,1229.310543
SCE,2022,8,Mining,170.7225411
SCE,2022,8,Residential,4247.122682
SCE,2022,8,Streetlighting,19.88889215
SCE,2022,8,TCU,443.0729777
SCE,2022,9,Ag With Water Pump,604.8923238
SCE,2022,9,Commercial,3660.402665
SCE,2022,9,Industrial,1506.255467
SCE,2022,9,Mining,200.6258656
SCE,2022,9,Residential,4586.049045
SCE,2022,9,Streetlighting,50.20350479
SCE,2022,9,TCU,532.0080496
SCE,2022,10,Ag With Water Pump,548.3922594
SCE,2022,10,Commercial,3432.280714
SCE,2022,10,Industrial,1753.406931
SCE,2022,10,Mining,220.8377395
SCE,2022,10,Residential,3281.640971
SCE,2022,10,Streetlighting,83.80110704
SCE,2022,10,TCU,568.4374274
SCE,2022,11,Ag With Water Pump,471.5831394
SCE,2022,11,Commercial,2869.297886
SCE,2022,11,Industrial,1423.234542
SCE,2022,11,Mining,190.3957596
SCE,2022,11,Residential,2399.73729
SCE,2022,11,Streetlighting,54.75813763
SCE,2022,11,TCU,469.5477286
SCE,2022,12,Ag With Water Pump,407.7423188
SCE,2022,12,Commercial,2675.260614
SCE,2022,12,Industrial,1376.084416
SCE,2022,12,Mining,205.9241014
SCE,2022,12,Residential,2552.644492
SCE,2022,12,Streetlighting,55.95054885
SCE,2022,12,TCU,470.5362774
SCE,2023,1,Ag With Water Pump,297.7789946
SCE,2023,1,Commercial,2607.779507
SCE,2023,1,Industrial,1239.713367
SCE,2023,1,Mining,199.8450124
SCE,2023,1,Residential,2776.672978
SCE,2023,1,Streetlighting,53.50310072
SCE,2023,1,TCU,475.8292863
SCE,2023,2,Ag With Water Pump,199.6421389
SCE,2023,2,Commercial,2549.246416
SCE,2023,2,Industrial,1274.914976
SCE,2023,2,Mining,175.9886326
SCE,2023,2,Residential,2528.436245
SCE,2023,2,Streetlighting,46.05995193
SCE,2023,2,TCU,453.0091567
SCE,2023,3,Ag With Water Pump,312.6525408
SCE,2023,3,Commercial,2554.688175
SCE,2023,3,Industrial,1052.85632
SCE,2023,3,Mining,173.0285268
SCE,2023,3,Residential,2619.183041
SCE,2023,3,Streetlighting,21.98281864
SCE,2023,3,TCU,408.8499898
SCE,2023,4,Ag With Water Pump,284.6438539
SCE,2023,4,Commercial,2641.652219
SCE,2023,4,Industrial,1544.862789
SCE,2023,4,Mining,198.738167
SCE,2023,4,Residential,2365.622546
SCE,2023,4,Streetlighting,54.387599
SCE,2023,4,TCU,506.311371
SCE,2023,5,Ag With Water Pump,171.6408289
SCE,2023,5,Commercial,2535.520448
SCE,2023,5,Industrial,1426.84826
SCE,2023,5,Mining,65.2232397
SCE,2023,5,Residential,2238.141209
SCE,2023,5,Streetlighting,18.05835634
SCE,2023,5,TCU,446.6684744
SCE,2023,6,Ag With Water Pump,166.8398665
SCE,2023,6,Commercial,2858.091913
SCE,2023,6,Industrial,1654.559767
SCE,2023,6,Mining,66.7785462
SCE,2023,6,Residential,2420.418287
SCE,2023,6,Streetlighting,42.81301616
SCE,2023,6,TCU,527.5553325
SCE,2023,7,Ag With Water Pump,482.6974685
SCE,2023,7,Commercial,3259.823902
SCE,2023,7,Industrial,1618.017925
SCE,2023,7,Mining,226.7938284
SCE,2023,7,Residential,3367.37449
SCE,2023,7,Streetlighting,53.08516136
SCE,2023,7,TCU,597.5080311
SCE,2023,8,Ag With Water Pump,459.9692152
SCE,2023,8,Commercial,3351.684043
SCE,2023,8,Industrial,1141.948962
SCE,2023,8,Mining,171.762671
SCE,2023,8,Residential,4222.041757
SCE,2023,8,Streetlighting,19.97157816
SCE,2023,8,TCU,462.4313064
SCE,2023,9,Ag With Water Pump,386.2985711
SCE,2023,9,Commercial,3366.351185
SCE,2023,9,Industrial,1396.50917
SCE,2023,9,Mining,196.9355503
SCE,2023,9,Residential,3700.429347
SCE,2023,9,Streetlighting,42.68640485
SCE,2023,9,TCU,527.5075514
SCE,2023,10,Ag With Water Pump,351.737034
SCE,2023,10,Commercial,3037.617611
SCE,2023,10,Industrial,1366.250942
SCE,2023,10,Mining,183.2901785
SCE,2023,10,Residential,2805.820152
SCE,2023,10,Streetlighting,43.73233054
SCE,2023,10,TCU,503.8290107
SCE,2023,11,Ag With Water Pump,353.1149073
SCE,2023,11,Commercial,2875.928063
SCE,2023,11,Industrial,1285.378051
SCE,2023,11,Mining,190.3184892
SCE,2023,11,Residential,2427.634265
SCE,2023,11,Streetlighting,45.30276657
SCE,2023,11,TCU,492.7043232
SCE,2023,12,Ag With Water Pump,315.6551857
SCE,2023,12,Commercial,2724.335174
SCE,2023,12,Industrial,1545.291611
SCE,2023,12,Mining,213.716337
SCE,2023,12,Residential,2436.128357
SCE,2023,12,Streetlighting,50.48498506
SCE,2023,12,TCU,508.6643635
SDGE,2019,1,Ag With Water Pump,22.33341449
SDGE,2019,1,Commercial,704.3287032
SDGE,2019,1,Industrial,117.202841
SDGE,2019,1,Mining,31.59809079
SDGE,2019,1,Residential,664.582613
SDGE,2019,1,Streetlighting,7.011478574
SDGE,2019,1,TCU,166.0802545
SDGE,2019,2,Ag With Water Pump,19.63970083
SDGE,2019,2,Commercial,668.1660742
SDGE,2019,2,Industrial,121.2129025
SDGE,2019,2,Mining,23.97030316
SDGE,2019,2,Residential,596.8443155
SDGE,2019,2,Streetlighting,6.999838869
SDGE,2019,2,TCU,155.0315627
SDGE,2019,3,Ag With Water Pump,20.00279654
SDGE,2019,3,Commercial,681.8602888
SDGE,2019,3,Industrial,119.0008179
SDGE,2019,3,Mining,28.27595254
SDGE,2019,3,Residential,599.9761507
SDGE,2019,3,Streetlighting,7.008059993
SDGE,2019,3,TCU,149.9839379
SDGE,2019,4,Ag With Water Pump,26.06925802
SDGE,2019,4,Commercial,692.4244188
SDGE,2019,4,Industrial,124.4114455
SDGE,2019,4,Mining,30.13641382
SDGE,2019,4,Residential,512.8214571
SDGE,2019,4,Streetlighting,6.9898915
SDGE,2019,4,TCU,163.0596263
SDGE,2019,5,Ag With Water Pump,28.30221436
SDGE,2019,5,Commercial,679.3568306
SDGE,2019,5,Industrial,122.6392113
SDGE,2019,5,Mining,33.08282386
SDGE,2019,5,Residential,494.0909586
SDGE,2019,5,Streetlighting,6.969832508
SDGE,2019,5,TCU,156.1231253
SDGE,2019,6,Ag With Water Pump,29.51481906
SDGE,2019,6,Commercial,713.1135682
SDGE,2019,6,Industrial,125.2423219
SDGE,2019,6,Mining,36.24249716
SDGE,2019,6,Residential,522.3990493
SDGE,2019,6,Streetlighting,6.905269451
SDGE,2019,6,TCU,153.1271918
SDGE,2019,7,Ag With Water Pump,36.23201149
SDGE,2019,7,Commercial,764.0059298
SDGE,2019,7,Industrial,128.7010014
SDGE,2019,7,Mining,34.42232354
SDGE,2019,7,Residential,601.5022944
SDGE,2019,7,Streetlighting,6.947124276
SDGE,2019,7,TCU,173.9157568
SDGE,2019,8,Ag With Water Pump,37.76057582
SDGE,2019,8,Commercial,796.605714
SDGE,2019,8,Industrial,134.7839025
SDGE,2019,8,Mining,40.4628904
SDGE,2019,8,Residential,694.0499702
SDGE,2019,8,Streetlighting,7.001842755
SDGE,2019,8,TCU,168.5380054
SDGE,2019,9,Ag With Water Pump,39.01266363
SDGE,2019,9,Commercial,852.8475736
SDGE,2019,9,Industrial,137.4411373
SDGE,2019,9,Mining,41.23921277
SDGE,2019,9,Residential,747.9464052
SDGE,2019,9,Streetlighting,6.973464088
SDGE,2019,9,TCU,178.5665587
SDGE,2019,10,Ag With Water Pump,34.25310417
SDGE,2019,10,Commercial,764.233674
SDGE,2019,10,Industrial,131.7958042
SDGE,2019,10,Mining,39.13257028
SDGE,2019,10,Residential,598.9092739
SDGE,2019,10,Streetlighting,6.907109083
SDGE,2019,10,TCU,164.8274381
SDGE,2019,11,Ag With Water Pump,33.26145655
SDGE,2019,11,Commercial,728.9785888
SDGE,2019,11,Industrial,129.6927492
SDGE,2019,11,Mining,38.57174507
SDGE,2019,11,Residential,534.7509435
SDGE,2019,11,Streetlighting,7.043492
SDGE,2019,11,TCU,159.1700444
SDGE,2019,12,Ag With Water Pump,22.74980523
SDGE,2019,12,Commercial,691.0165639
SDGE,2019,12,Industrial,118.1448423
SDGE,2019,12,Mining,34.1760382
SDGE,2019,12,Residential,595.2188876
SDGE,2019,12,Streetlighting,6.980880902
SDGE,2019,12,TCU,161.3472107
SDGE,2020,1,Ag With Water Pump,21.79364893
SDGE,2020,1,Commercial,685.8378151
SDGE,2020,1,Industrial,115.6144388
SDGE,2020,1,Mining,30.78407719
SDGE,2020,1,Residential,667.5200819
SDGE,2020,1,Streetlighting,6.852991882
SDGE,2020,1,TCU,159.7834825
SDGE,2020,2,Ag With Water Pump,24.28793135
SDGE,2020,2,Commercial,663.9791828
SDGE,2020,2,Industrial,119.3600514
SDGE,2020,2,Mining,32.59293082
SDGE,2020,2,Residential,578.7161099
SDGE,2020,2,Streetlighting,6.872971578
SDGE,2020,2,TCU,155.3250783
SDGE,2020,3,Ag With Water Pump,23.97221899
SDGE,2020,3,Commercial,653.8143425
SDGE,2020,3,Industrial,120.6362905
SDGE,2020,3,Mining,34.41070603
SDGE,2020,3,Residential,549.8158187
SDGE,2020,3,Streetlighting,6.808938367
SDGE,2020,3,TCU,152.754003
SDGE,2020,4,Ag With Water Pump,20.82815332
SDGE,2020,4,Commercial,556.7633067
SDGE,2020,4,Industrial,112.547068
SDGE,2020,4,Mining,20.52793382
SDGE,2020,4,Residential,581.7701715
SDGE,2020,4,Streetlighting,6.84527371
SDGE,2020,4,TCU,146.0189449
SDGE,2020,5,Ag With Water Pump,28.89933439
SDGE,2020,5,Commercial,591.9120362
SDGE,2020,5,Industrial,117.5687253
SDGE,2020,5,Mining,18.83434743
SDGE,2020,5,Residential,624.1159163
SDGE,2020,5,Streetlighting,6.797306389
SDGE,2020,5,TCU,157.5407209
SDGE,2020,6,Ag With Water Pump,35.5688214
SDGE,2020,6,Commercial,628.1047223
SDGE,2020,6,Industrial,120.3807665
SDGE,2020,6,Mining,13.8588825
SDGE,2020,6,Residential,607.1078599
SDGE,2020,6,Streetlighting,6.809519966
SDGE,2020,6,TCU,165.4986465
SDGE,2020,7,Ag With Water Pump,38.38010547
SDGE,2020,7,Commercial,692.6988521
SDGE,2020,7,Industrial,123.6914381
SDGE,2020,7,Mining,28.67483164
SDGE,2020,7,Residential,695.6512415
SDGE,2020,7,Streetlighting,6.859410316
SDGE,2020,7,TCU,164.8193003
SDGE,2020,8,Ag With Water Pump,39.97062052
SDGE,2020,8,Commercial,727.2892712
SDGE,2020,8,Industrial,130.3630453
SDGE,2020,8,Mining,38.69245211
SDGE,2020,8,Residential,788.9758197
SDGE,2020,8,Streetlighting,6.007114579
SDGE,2020,8,TCU,164.6071478
SDGE,2020,9,Ag With Water Pump,41.45556151
SDGE,2020,9,Commercial,775.7794756
SDGE,2020,9,Industrial,137.1972098
SDGE,2020,9,Mining,39.56728168
SDGE,2020,9,Residential,894.8869929
SDGE,2020,9,Streetlighting,6.952564124
SDGE,2020,9,TCU,183.8536406
SDGE,2020,10,Ag With Water Pump,39.15062401
SDGE,2020,10,Commercial,738.9817722
SDGE,2020,10,Industrial,132.3741595
SDGE,2020,10,Mining,38.80556157
SDGE,2020,10,Residential,798.5008724
SDGE,2020,10,Streetlighting,6.714219038
SDGE,2020,10,TCU,174.1354663
SDGE,2020,11,Ag With Water Pump,34.79691128
SDGE,2020,11,Commercial,664.035306
SDGE,2020,11,Industrial,126.4276152
SDGE,2020,11,Mining,39.7353415
SDGE,2020,11,Residential,649.3704971
SDGE,2020,11,Streetlighting,6.691427238
SDGE,2020,11,TCU,171.9611994
SDGE,2020,12,Ag With Water Pump,30.09540034
SDGE,2020,12,Commercial,619.8754369
SDGE,2020,12,Industrial,119.8866796
SDGE,2020,12,Mining,36.99999745
SDGE,2020,12,Residential,640.8982755
SDGE,2020,12,Streetlighting,6.642939813
SDGE,2020,12,TCU,158.1485556
SDGE,2021,1,Ag With Water Pump,28.64176174
SDGE,2021,1,Commercial,633.3512952
SDGE,2021,1,Industrial,119.0551247
SDGE,2021,1,Mining,39.06167646
SDGE,2021,1,Residential,693.904526
SDGE,2021,1,Streetlighting,6.634234754
SDGE,2021,1,TCU,160.6172826
SDGE,2021,2,Ag With Water Pump,24.85541783
SDGE,2021,2,Commercial,617.6469887
SDGE,2021,2,Industrial,124.7969394
SDGE,2021,2,Mining,36.05121718
SDGE,2021,2,Residential,627.1377069
SDGE,2021,2,Streetlighting,6.323251881
SDGE,2021,2,TCU,151.2780564
SDGE,2021,3,Ag With Water Pump,24.16708295
SDGE,2021,3,Commercial,562.1568137
SDGE,2021,3,Industrial,109.269385
SDGE,2021,3,Mining,34.14869135
SDGE,2021,3,Residential,580.2439006
SDGE,2021,3,Streetlighting,6.734057929
SDGE,2021,3,TCU,83.66644047
SDGE,2021,4,Ag With Water Pump,33.54982437
SDGE,2021,4,Commercial,687.1798111
SDGE,2021,4,Industrial,140.141385
SDGE,2021,4,Mining,28.67948561
SDGE,2021,4,Residential,574.3592763
SDGE,2021,4,Streetlighting,6.613877252
SDGE,2021,4,TCU,166.0487038
SDGE,2021,5,Ag With Water Pump,35.71512179
SDGE,2021,5,Commercial,669.9988068
SDGE,2021,5,Industrial,137.2702856
SDGE,2021,5,Mining,38.08842565
SDGE,2021,5,Residential,540.407132
SDGE,2021,5,Streetlighting,6.577473707
SDGE,2021,5,TCU,162.4363531
SDGE,2021,6,Ag With Water Pump,39.35994512
SDGE,2021,6,Commercial,695.1075364
SDGE,2021,6,Industrial,143.0917178
SDGE,2021,6,Mining,35.76166151
SDGE,2021,6,Residential,570.1579858
SDGE,2021,6,Streetlighting,6.597390803
SDGE,2021,6,TCU,173.1370731
SDGE,2021,7,Ag With Water Pump,42.76376175
SDGE,2021,7,Commercial,799.2308116
SDGE,2021,7,Industrial,149.2260133
SDGE,2021,7,Mining,40.63571879
SDGE,2021,7,Residential,704.8125824
SDGE,2021,7,Streetlighting,6.6208044
SDGE,2021,7,TCU,181.2989738
SDGE,2021,8,Ag With Water Pump,42.92254995
SDGE,2021,8,Commercial,810.9593296
SDGE,2021,8,Industrial,151.863263
SDGE,2021,8,Mining,42.35993939
SDGE,2021,8,Residential,769.5097697
SDGE,2021,8,Streetlighting,6.617708175
SDGE,2021,8,TCU,175.3287376
SDGE,2021,9,Ag With Water Pump,42.66125523
SDGE,2021,9,Commercial,818.8893818
SDGE,2021,9,Industrial,145.3652635
SDGE,2021,9,Mining,40.8029366
SDGE,2021,9,Residential,770.5404008
SDGE,2021,9,Streetlighting,6.631705501
SDGE,2021,9,TCU,176.3061032
SDGE,2021,10,Ag With Water Pump,36.95073467
SDGE,2021,10,Commercial,760.5578216
SDGE,2021,10,Industrial,140.1120278
SDGE,2021,10,Mining,39.2919268
SDGE,2021,10,Residential,648.4041107
SDGE,2021,10,Streetlighting,6.589919319
SDGE,2021,10,TCU,169.3421869
SDGE,2021,11,Ag With Water Pump,33.68411913
SDGE,2021,11,Commercial,701.234309
SDGE,2021,11,Industrial,134.3609903
SDGE,2021,11,Mining,32.76051805
SDGE,2021,11,Residential,546.6656771
SDGE,2021,11,Streetlighting,6.647811225
SDGE,2021,11,TCU,159.4173826
SDGE,2021,12,Ag With Water Pump,31.69573299
SDGE,2021,12,Commercial,682.0891419
SDGE,2021,12,Industrial,130.318191
SDGE,2021,12,Mining,31.71173438
SDGE,2021,12,Residential,601.3047153
SDGE,2021,12,Streetlighting,6.659874053
SDGE,2021,12,TCU,162.5142622
SDGE,2022,1,Ag With Water Pump,26.95540941
SDGE,2022,1,Commercial,679.2842021
SDGE,2022,1,Industrial,126.0065657
SDGE,2022,1,Mining,32.29464929
SDGE,2022,1,Residential,681.3857162
SDGE,2022,1,Streetlighting,6.743414509
SDGE,2022,1,TCU,160.9534355
SDGE,2022,2,Ag With Water Pump,30.75352932
SDGE,2022,2,Commercial,666.3751301
SDGE,2022,2,Industrial,128.0702408
SDGE,2022,2,Mining,34.29507178
SDGE,2022,2,Residential,600.6018099
SDGE,2022,2,Streetlighting,6.722016933
SDGE,2022,2,TCU,151.0996419
SDGE,2022,3,Ag With Water Pump,30.34468962
SDGE,2022,3,Commercial,681.2724413
SDGE,2022,3,Industrial,131.181768
SDGE,2022,3,Mining,32.20538474
SDGE,2022,3,Residential,582.9696577
SDGE,2022,3,Streetlighting,6.661066894
SDGE,2022,3,TCU,163.1826933
SDGE,2022,4,Ag With Water Pump,32.62145394
SDGE,2022,4,Commercial,698.1874158
SDGE,2022,4,Industrial,134.7016452
SDGE,2022,4,Mining,29.85096168
SDGE,2022,4,Residential,537.7538693
SDGE,2022,4,Streetlighting,6.652090426
SDGE,2022,4,TCU,166.5406159
SDGE,2022,5,Ag With Water Pump,36.94123685
SDGE,2022,5,Commercial,684.2202837
SDGE,2022,5,Industrial,133.279432
SDGE,2022,5,Mining,30.86204546
SDGE,2022,5,Residential,533.2606506
SDGE,2022,5,Streetlighting,6.637607114
SDGE,2022,5,TCU,162.7598115
SDGE,2022,6,Ag With Water Pump,39.75240952
SDGE,2022,6,Commercial,734.6006566
SDGE,2022,6,Industrial,138.5009452
SDGE,2022,6,Mining,38.47164293
SDGE,2022,6,Residential,609.6563714
SDGE,2022,6,Streetlighting,6.662604438
SDGE,2022,6,TCU,165.6179297
SDGE,2022,7,Ag With Water Pump,42.24692989
SDGE,2022,7,Commercial,797.9116949
SDGE,2022,7,Industrial,144.0132268
SDGE,2022,7,Mining,40.32297916
SDGE,2022,7,Residential,710.6825979
SDGE,2022,7,Streetlighting,6.681597324
SDGE,2022,7,TCU,178.8344896
SDGE,2022,8,Ag With Water Pump,41.54005673
SDGE,2022,8,Commercial,819.3061859
SDGE,2022,8,Industrial,145.8383115
SDGE,2022,8,Mining,41.81518106
SDGE,2022,8,Residential,813.5582729
SDGE,2022,8,Streetlighting,6.496423713
SDGE,2022,8,TCU,182.2885857
SDGE,2022,9,Ag With Water Pump,40.67533708
SDGE,2022,9,Commercial,882.5856711
SDGE,2022,9,Industrial,149.9333856
SDGE,2022,9,Mining,41.28351632
SDGE,2022,9,Residential,934.3318308
SDGE,2022,9,Streetlighting,6.478365637
SDGE,2022,9,TCU,188.9870486
SDGE,2022,10,Ag With Water Pump,34.89114502
SDGE,2022,10,Commercial,791.8750089
SDGE,2022,10,Industrial,141.3515846
SDGE,2022,10,Mining,40.85532607
SDGE,2022,10,Residential,713.0327581
SDGE,2022,10,Streetlighting,6.558740574
SDGE,2022,10,TCU,173.5026345
SDGE,2022,11,Ag With Water Pump,30.73495102
SDGE,2022,11,Commercial,691.8001456
SDGE,2022,11,Industrial,133.6825331
SDGE,2022,11,Mining,24.12077073
SDGE,2022,11,Residential,585.4532843
SDGE,2022,11,Streetlighting,6.561689702
SDGE,2022,11,TCU,167.8063118
SDGE,2022,12,Ag With Water Pump,29.52045541
SDGE,2022,12,Commercial,666.745451
SDGE,2022,12,Industrial,131.9626229
SDGE,2022,12,Mining,27.46757512
SDGE,2022,12,Residential,633.8306075
SDGE,2022,12,Streetlighting,6.563950735
SDGE,2022,12,TCU,158.1571151
SDGE,2023,1,Ag With Water Pump,26.09333227
SDGE,2023,1,Commercial,690.0598774
SDGE,2023,1,Industrial,131.7405155
SDGE,2023,1,Mining,27.37571555
SDGE,2023,1,Residential,699.579324
SDGE,2023,1,Streetlighting,6.336022
SDGE,2023,1,TCU,163.1677396
SDGE,2023,2,Ag With Water Pump,24.04533162
SDGE,2023,2,Commercial,651.7896578
SDGE,2023,2,Industrial,125.7115058
SDGE,2023,2,Mining,31.66761469
SDGE,2023,2,Residential,635.3959312
SDGE,2023,2,Streetlighting,6.353425
SDGE,2023,2,TCU,145.5360978
SDGE,2023,3,Ag With Water Pump,24.65372669
SDGE,2023,3,Commercial,666.9232702
SDGE,2023,3,Industrial,130.8987556
SDGE,2023,3,Mining,29.29815602
SDGE,2023,3,Residential,643.6182104
SDGE,2023,3,Streetlighting,6.040283
SDGE,2023,3,TCU,148.35884
SDGE,2023,4,Ag With Water Pump,24.02593421
SDGE,2023,4,Commercial,651.6217575
SDGE,2023,4,Industrial,128.3898939
SDGE,2023,4,Mining,27.41587093
SDGE,2023,4,Residential,576.5591716
SDGE,2023,4,Streetlighting,5.923451
SDGE,2023,4,TCU,153.7887175
SDGE,2023,5,Ag With Water Pump,31.99255627
SDGE,2023,5,Commercial,675.5322382
SDGE,2023,5,Industrial,134.4695037
SDGE,2023,5,Mining,35.36198061
SDGE,2023,5,Residential,523.6179987
SDGE,2023,5,Streetlighting,6.040847
SDGE,2023,5,TCU,154.7134351
SDGE,2023,6,Ag With Water Pump,33.84327962
SDGE,2023,6,Commercial,685.8263144
SDGE,2023,6,Industrial,129.9534701
SDGE,2023,6,Mining,33.10281808
SDGE,2023,6,Residential,574.2079415
SDGE,2023,6,Streetlighting,6.142513
SDGE,2023,6,TCU,163.5435592
SDGE,2023,7,Ag With Water Pump,38.34925581
SDGE,2023,7,Commercial,763.3860659
SDGE,2023,7,Industrial,137.683309
SDGE,2023,7,Mining,38.33732869
SDGE,2023,7,Residential,649.5507499
SDGE,2023,7,Streetlighting,6.072888
SDGE,2023,7,TCU,186.1670301
SDGE,2023,8,Ag With Water Pump,41.00243234
SDGE,2023,8,Commercial,804.8843195
SDGE,2023,8,Industrial,139.7008817
SDGE,2023,8,Mining,39.68300296
SDGE,2023,8,Residential,808.2486547
SDGE,2023,8,Streetlighting,6.091769
SDGE,2023,8,TCU,175.1549559
SDGE,2023,9,Ag With Water Pump,36.60108289
SDGE,2023,9,Commercial,807.0681096
SDGE,2023,9,Industrial,139.5912316
SDGE,2023,9,Mining,39.27888699
SDGE,2023,9,Residential,758.1359637
SDGE,2023,9,Streetlighting,6.072363
SDGE,2023,9,TCU,175.4222396
SDGE,2023,10,Ag With Water Pump,36.54601835
SDGE,2023,10,Commercial,744.0967556
SDGE,2023,10,Industrial,131.867721
SDGE,2023,10,Mining,34.14576369
SDGE,2023,10,Residential,641.0820687
SDGE,2023,10,Streetlighting,6.023776
SDGE,2023,10,TCU,165.6439613
SDGE,2023,11,Ag With Water Pump,33.04491129
SDGE,2023,11,Commercial,691.5106672
SDGE,2023,11,Industrial,125.7176254
SDGE,2023,11,Mining,33.88989993
SDGE,2023,11,Residential,555.4763031
SDGE,2023,11,Streetlighting,5.999536
SDGE,2023,11,TCU,160.1953578
SDGE,2023,12,Ag With Water Pump,29.47136833
SDGE,2023,12,Commercial,667.6633588
SDGE,2023,12,Industrial,119.6334601
SDGE,2023,12,Mining,31.11762324
SDGE,2023,12,Residential,592.4311083
SDGE,2023,12,Streetlighting,5.91537
SDGE,2023,12,TCU,161.5864564